"category"	"permutation_test"	"BF-FF"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"
"103"	"Cell Wall and Capsule - Gram-Positive cell wall components"	0.7143	-0.00246466391738949	1	15	25	9	29	21	27	6	8	7	37	2	0.00131233595800525	0.00894988066825776	0.0235404896421846	0.00583657587548638	0.0177153329260843	0.011070110701107	0.0308571428571429	0.00464396284829721	0.0102695763799743	0.00506879073135409	0.0309364548494983	0.00143678160919540	6.1839094675654e-05	0.000514262205156336	0.00131068470168816	0.000241235123834030	0.000753814561617842	0.000505305709954523	0.00141353855819067	0.000193298969072165	0.000462721961941119	0.000180189456342669	0.00129592658751007	5.81987487269024e-05
"104"	"Cell Wall and Capsule - Multi-enzyme complex"	0.0152	0.0641115830606382	2	363	111	8	94	0	0	0	0	0	2	0	0.0026246719160105	0.216587112171838	0.104519774011299	0.00518806744487678	0.0574221136224801	0	0	0	0	0	0.00167224080267559	0	0.000123678189351308	0.0124451453647833	0.00581944007549544	0.000214431221185805	0.00244339892386473	0	0	0	0	0	7.00500858113551e-05	0
"105"	"Cell Division and Cell Cycle - Cell Division and Cell Cycle"	0.8106	-0.00209666843941740	2	11	11	10	33	11	7	3	7	14	34	25	0.0078125	0.0223123732251521	0.0316091954022989	0.0195694716242661	0.0448979591836735	0.0208728652751423	0.0193905817174515	0.00571428571428571	0.0169491525423729	0.0278330019880716	0.0564784053156146	0.033288948069241	0.000123678189351308	0.000377125617114646	0.000576701268742791	0.000268039026482256	0.000857788983909958	0.000264683943309512	0.000366472959530915	9.66494845360825e-05	0.000404881716698479	0.000360378912685338	0.00119085145879304	0.00072748435908628
"106"	"Cell Division and Cell Cycle - Cell cycle in Prokaryota"	0.8124	0.00209666843941736	254	482	337	501	702	516	354	522	406	489	568	726	0.9921875	0.977687626774848	0.968390804597701	0.980430528375734	0.955102040816327	0.979127134724858	0.980609418282548	0.994285714285714	0.983050847457627	0.972166998011928	0.943521594684385	0.96671105193076	0.0157071300476161	0.0165249588590236	0.0176680297787564	0.0134287552267610	0.0182475111122664	0.0124160831588826	0.0185330610962777	0.0168170103092783	0.0234831395685118	0.0125875205930807	0.0198942243704249	0.0211261457878656
"107"	"DNA Metabolism - DNA Metabolism"	0.0228	0.0531643574222811	75	175	157	183	346	117	104	55	118	87	98	74	0.090909090909091	0.121866295264624	0.159229208924949	0.0992946283233858	0.150369404606693	0.0685814771395076	0.0931065353625783	0.0332326283987915	0.0997464074387151	0.0533742331288344	0.0557768924302789	0.0360272638753651	0.00463793210067405	0.00599972572682392	0.00823109992660166	0.00490511418462528	0.00899378752826805	0.00281527466974663	0.00544474111303073	0.00177190721649485	0.0068251489386315	0.00223949752883031	0.0034324542047564	0.00215335370289539
"108"	"DNA Metabolism - DNA repair"	0.7958	-0.0170700687299739	467	846	383	985	1335	1054	630	896	656	862	1022	1249	0.566060606060606	0.589136490250696	0.388438133874239	0.534454693434617	0.580182529335072	0.617819460726846	0.564010743061773	0.541389728096677	0.554522400676247	0.528834355828221	0.581673306772908	0.608081791626095	0.0288788572135304	0.0290043883708173	0.0200796896298626	0.0264018441085022	0.0347014634399938	0.0253615342043841	0.0329825663577823	0.0288659793814433	0.0379432008791717	0.0221890444810544	0.0357955938496025	0.0363451185799505
"109"	"DNA Metabolism - DNA replication"	0.3781	-0.0290010055763266	283	415	446	673	620	531	376	704	395	681	588	731	0.343030303030303	0.28899721448468	0.452332657200811	0.365165491047206	0.269448066058236	0.311254396248535	0.336615935541629	0.425377643504532	0.333896872358411	0.417791411042945	0.334661354581673	0.355890944498539	0.0175004637932101	0.0142279210093253	0.0233826150781168	0.0180390264822558	0.016116035455278	0.0127770158088501	0.0196848332548034	0.022680412371134	0.0228468968708427	0.0175298599670511	0.0205947252285384	0.0212716426596828
"110"	"DNA Metabolism - DNA uptake, competence"	0.1809	-0.00709328311598065	0	0	0	2	0	4	7	0	14	0	49	0	0	0	0	0.00108518719479110	0	0.00234466588511137	0.0062667860340197	0	0.0118343195266272	0	0.0278884462151394	0	0	0	0	5.36078052964512e-05	0	9.62487066580043e-05	0.000366472959530915	0	0.000809763433396958	0	0.0017162271023782	0
"111"	"Nucleosides and Nucleotides - Detoxification"	0.3931	-0.00510626527410148	18	21	29	75	46	56	33	48	19	49	52	85	0.0217391304347826	0.0162037037037037	0.0319031903190319	0.0408052230685528	0.0234335201222618	0.0434782608695652	0.0352187833511206	0.0341880341880342	0.0220417633410673	0.0310322989233692	0.0370370370370370	0.0486827033218786	0.00111310370416177	0.00071996708721887	0.00152039425395827	0.00201029269861692	0.00119570585635934	0.00134748189321206	0.00172765823778860	0.00154639175257732	0.00109896465961016	0.00126132619439868	0.00182130223109523	0.00247344682089335
"112"	"Nucleosides and Nucleotides - Nucleosides and Nucleotides"	0.7615	-0.0091063977179428	358	504	430	750	857	411	417	545	427	592	574	699	0.432367149758454	0.388888888888889	0.473047304730473	0.408052230685528	0.436576668364748	0.319099378881988	0.445037353255069	0.388176638176638	0.495359628770302	0.374920835972134	0.408831908831909	0.400343642611684	0.0221383958938841	0.0172792100932529	0.0225437768690364	0.0201029269861692	0.0222765199760859	0.00988955460910994	0.0218313177320559	0.0175579896907216	0.0246977847186072	0.0152388797364086	0.0201043746278589	0.0203404626800524
"113"	"Nucleosides and Nucleotides - Purines"	0.377	0.0125666384679360	377	576	396	812	882	610	410	662	338	736	583	772	0.455314009661836	0.444444444444444	0.435643564356436	0.441784548422198	0.449312277126847	0.47360248447205	0.437566702241195	0.471509971509972	0.392111368909513	0.466117796073464	0.415242165242165	0.442153493699885	0.0233133386927215	0.0197476686780033	0.0207612456747405	0.0217647689503592	0.0229263601154116	0.0146779277653457	0.021464844772525	0.0213273195876289	0.0195500028920123	0.0189456342668863	0.02041960001401	0.0224647170085843
"114"	"Nucleosides and Nucleotides - Pyrimidines"	0.92	0.00164602452410834	75	195	54	201	178	211	77	149	78	202	195	190	0.0905797101449275	0.150462962962963	0.0594059405940594	0.109357997823721	0.0906775343861437	0.163819875776398	0.0821771611526147	0.106125356125356	0.0904872389791183	0.127929069031032	0.138888888888889	0.108820160366552	0.00463793210067405	0.00668540866703236	0.00283107895564643	0.00538758443229334	0.00462686179199917	0.00507711927620973	0.00403120255484006	0.00480025773195876	0.00451153912892591	0.0051997528830313	0.00682988336660712	0.00552888112905573
"115"	"Fatty Acids and Lipids - Fatty Acids and Lipids"	0.6281	-0.00658815262296979	13	18	16	30	17	67	23	36	34	29	33	50	0.0505836575875486	0.0927835051546392	0.0754716981132075	0.0514579759862779	0.0305206463195691	0.105511811023622	0.0646067415730337	0.0841121495327103	0.10625	0.0537037037037037	0.0653465346534653	0.0718390804597701	0.000803908230783501	0.000617114646187603	0.000838838209080424	0.000804117079446767	0.000441891294741494	0.00161216583652157	0.00120412543845872	0.00115979381443299	0.00196656833824975	0.000746499176276771	0.00115582641588736	0.00145496871817256
"116"	"Fatty Acids and Lipids - Fatty acids"	0.3257	-0.118476518496484	181	30	105	367	471	283	257	237	247	246	349	551	0.704280155642023	0.154639175257732	0.495283018867925	0.629502572898799	0.84560143626571	0.445669291338583	0.72191011235955	0.553738317757009	0.771875	0.455555555555556	0.691089108910891	0.791666666666667	0.0111928761362934	0.00102852441031267	0.00550487574709028	0.00983703227189879	0.0122429882248967	0.0068095959960538	0.0134547929427779	0.00763530927835052	0.0142865405749320	0.0063323723228995	0.0122237399740815	0.0160337552742616
"117"	"Fatty Acids and Lipids - Phospholipids"	0.2374	0.134154388210968	47	132	80	164	30	240	58	112	14	230	93	49	0.182879377431907	0.680412371134021	0.377358490566038	0.281303602058319	0.0538599640933573	0.377952755905512	0.162921348314607	0.261682242990654	0.04375	0.425925925925926	0.184158415841584	0.0704022988505747	0.00290643744975574	0.00452550740537575	0.00419419104540212	0.00439584003430900	0.000779808167190871	0.00577492239948026	0.00303649023611329	0.00360824742268041	0.000809763433396958	0.00592051070840198	0.00325732899022801	0.00142586934380911
"118"	"Fatty Acids and Lipids - Triacylglycerols"	0.3595	-0.0090897170915144	16	14	11	22	39	45	18	43	25	35	30	46	0.0622568093385214	0.0721649484536082	0.0518867924528302	0.0377358490566038	0.0700179533213645	0.0708661417322835	0.050561797752809	0.100467289719626	0.078125	0.0648148148148148	0.0594059405940594	0.0660919540229885	0.000989425514810463	0.000479978058145913	0.000576701268742791	0.000589685858260963	0.00101375061734813	0.00108279794990255	0.00094235903879378	0.00138530927835052	0.00144600613106600	0.000900947281713344	0.00105075128717033	0.00133857122071875
"119"	"Motility and Chemotaxis - Flagellar motility in Prokaryota"	0.8468	-0.0108409428688930	39	48	47	122	56	274	120	244	20	122	33	139	0.402061855670103	0.48	0.412280701754386	0.506224066390041	0.28	0.567287784679089	0.6	0.583732057416268	0.32258064516129	0.412162162162162	0.308411214953271	0.486013986013986	0.00241172469235050	0.00164563905650027	0.00246408723917374	0.00327007612308352	0.00145564191208963	0.00659303640607329	0.00628239359195854	0.00786082474226804	0.00115680490485280	0.00314044481054366	0.00115582641588736	0.00404481303651971
"120"	"Motility and Chemotaxis - Motility and Chemotaxis"	0.5262	-0.0491931179088749	58	37	43	119	144	208	80	173	42	174	74	147	0.597938144329897	0.37	0.37719298245614	0.493775933609959	0.72	0.43064182194617	0.4	0.413875598086124	0.67741935483871	0.587837837837838	0.691588785046729	0.513986013986014	0.00358666749118793	0.00126851343938563	0.00225437768690364	0.00318966441513884	0.00374307920251618	0.00500493274621622	0.00418826239463902	0.00557345360824742	0.00242929030019087	0.00447899505766063	0.00259185317502014	0.00427760803142732
"121"	"Motility and Chemotaxis - Social motility and nonflagellar swimming in bacteria"	0.3046	0.0600340607777679	0	15	24	0	0	1	0	1	0	0	0	0	0	0.15	0.210526315789474	0	0	0.0020703933747412	0	0.00239234449760766	0	0	0	0	0	0.000514262205156336	0.00125825731362064	0	0	2.40621766645011e-05	0	3.22164948453608e-05	0	0	0	0
"122"	"Sulfur Metabolism - Inorganic sulfur assimilation"	0.9028	0.00565485298008655	3	63	32	7	10	6	1	2	0	67	20	6	0.0205479452054795	0.120229007633588	0.115523465703971	0.0276679841897233	0.0129198966408269	0.0202020202020202	0.00458715596330275	0.00938967136150235	0	0.190883190883191	0.0680272108843537	0.0102739726027397	0.000185517284026962	0.00215990126165661	0.00167767641816085	0.000187627318537579	0.000259936055730290	0.000144373059987006	5.23532799329878e-05	6.44329896907217e-05	0	0.0017246705107084	0.000700500858113551	0.000174596246180707
"123"	"Sulfur Metabolism - Organic sulfur assimilation"	0.831	0.0128324557139473	14	20	10	43	8	77	11	24	4	94	18	15	0.095890410958904	0.0381679389312977	0.036101083032491	0.169960474308300	0.0103359173126615	0.259259259259259	0.0504587155963303	0.112676056338028	0.0148698884758364	0.267806267806268	0.0612244897959184	0.0256849315068493	0.000865747325459155	0.000685682940208448	0.000524273880675265	0.0011525678138737	0.000207948844584232	0.00185278760316658	0.000575886079262866	0.00077319587628866	0.000231360980970559	0.00241968698517298	0.000630450772302196	0.000436490615451768
"124"	"Sulfur Metabolism - Sulfur Metabolism"	0.8452	-0.0184873086940338	129	441	235	203	756	214	206	187	265	190	256	563	0.883561643835616	0.841603053435115	0.848375451263538	0.802371541501976	0.976744186046512	0.72053872053872	0.944954128440367	0.87793427230047	0.985130111524164	0.541310541310541	0.870748299319728	0.964041095890411	0.00797724321315936	0.0151193088315963	0.0123204361958687	0.00544119223758979	0.0196511658132099	0.00514930580620323	0.0107847756661955	0.00602448453608247	0.0153276649892996	0.00489085667215815	0.00896641098385345	0.0163829477666230
"125"	"Virulence - Invasion and intracellular resistance"	0.0597	0.00136436269890969	4	0	1	0	1	3	0	0	0	0	0	0	0.00583941605839416	0	0.000816993464052288	0	0.000602409638554217	0.000927357032457496	0	0	0	0	0	0	0.000247356378702616	0	5.24273880675265e-05	0	2.59936055730290e-05	7.21865299935032e-05	0	0	0	0	0	0
"126"	"Virulence - Iron Scavenging Mechanisms"	0.0763	-0.05062149324527	113	112	89	131	132	501	78	120	53	392	179	235	0.164963503649635	0.0633842671194114	0.0727124183006536	0.0718201754385965	0.0795180722891566	0.154868624420402	0.104138851802403	0.156453715775750	0.0961887477313975	0.230995875073659	0.164220183486239	0.158998646820027	0.0069878176983489	0.00383982446516731	0.00466603753800986	0.00351131124691755	0.00343115593563983	0.0120551505089150	0.00408355583477305	0.0038659793814433	0.00306553299785991	0.0100906095551895	0.00626948268011628	0.00683835297541103
"127"	"Virulence - Prophage, Transposon"	0.0096	0.00765338675802493	4	49	3	12	15	25	4	3	0	4	2	0	0.00583941605839416	0.0277306168647425	0.00245098039215686	0.00657894736842105	0.00903614457831325	0.00772797527047913	0.00534045393858478	0.00391134289439374	0	0.00235710076605775	0.0018348623853211	0	0.000247356378702616	0.00167992320351070	0.000157282164202579	0.000321646831778707	0.000389904083595436	0.000601554416612527	0.000209413119731951	9.66494845360825e-05	0	0.000102965403624382	7.00500858113551e-05	0
"128"	"Virulence - Resistance to antibiotics and toxic compounds"	0.073	-0.138124875783941	381	1191	637	832	1176	890	522	525	435	997	706	906	0.556204379562044	0.67402376910017	0.520424836601307	0.456140350877193	0.708433734939759	0.275115919629057	0.696929238985314	0.684485006518905	0.789473684210526	0.587507365939894	0.647706422018349	0.61299052774019	0.0235606950714242	0.0408324190894131	0.0333962461990144	0.0223008470033237	0.0305684801538821	0.0214153372314060	0.0273284121250196	0.0169136597938144	0.0251605066805483	0.0256641268533773	0.0247276802914084	0.0263640331732868
"129"	"Virulence - Toxins and superantigens"	1	0.00048661800486618	2	0	0	0	0	0	0	0	0	0	0	0	0.00291970802919708	0	0	0	0	0	0	0	0	0	0	0	0.000123678189351308	0	0	0	0	0	0	0	0	0	0	0
"130"	"Virulence - Type III, Type IV, ESAT secretion systems"	0.2854	0.0815483979123866	109	56	65	555	42	1236	32	37	42	47	79	294	0.159124087591241	0.0316921335597057	0.0531045751633987	0.304276315789474	0.0253012048192771	0.382071097372488	0.0427236315086782	0.0482398956975228	0.0762250453720508	0.0276959340011785	0.0724770642201835	0.198917456021651	0.00674046131964628	0.00191991223258365	0.00340778022438922	0.0148761659697652	0.00109173143406722	0.0297408503573233	0.00167530495785561	0.00119201030927835	0.00242929030019087	0.00120984349258649	0.00276697838954853	0.00855521606285465
"131"	"Virulence - Type VI secretion systems"	0.0166	0.0135463635206945	12	10	21	53	14	100	9	0	3	10	3	2	0.0175182481751825	0.00565930956423316	0.0171568627450980	0.0290570175438596	0.00843373493975904	0.0309119010819165	0.0120160213618158	0	0.00544464609800363	0.00589275191514437	0.00275229357798165	0.0013531799729364	0.000742069136107847	0.000342841470104224	0.00110097514941806	0.00142060684035596	0.000363910478022406	0.00240621766645011	0.00047117951939689	0	0.000173520735727919	0.000257413509060956	0.000105075128717033	5.81987487269024e-05
"132"	"Virulence - Virulence"	0.0263	0.0887915654610621	60	343	390	218	271	438	88	81	13	213	95	39	0.0875912408759124	0.194114318053198	0.318627450980392	0.119517543859649	0.163253012048193	0.135394126738794	0.117489986648865	0.105606258148631	0.0235934664246824	0.125515615792575	0.0871559633027523	0.0263870094722598	0.00371034568053924	0.0117594624245749	0.0204466813463353	0.00584325077731318	0.00704426711029087	0.0105392333790515	0.00460708863410293	0.00260953608247423	0.000751923188154318	0.00548290774299835	0.00332737907603937	0.00113487560017460
"133"	"Virulence - Detection"	0.448	-0.00125608796922842	0	3	0	0	0	0	0	0	0	11	3	0	0	0.00169779286926995	0	0	0	0	0	0	0	0.00648202710665881	0.00275229357798165	0	0	0.000102852441031267	0	0	0	0	0	0	0	0.000283154859967051	0.000105075128717033	0
"134"	"Virulence - Pathogenicity islands"	0.3157	-0.00208372714112438	0	2	9	2	1	5	4	0	3	17	3	1	0	0.00113186191284663	0.00735294117647059	0.00109649122807018	0.000602409638554217	0.00154559505409583	0.00534045393858478	0	0.00544464609800363	0.0100176782557454	0.00275229357798165	0.0006765899864682	0	6.85682940208448e-05	0.000471846492607738	5.36078052964512e-05	2.59936055730290e-05	0.000120310883322505	0.000209413119731951	0	0.000173520735727919	0.000437602965403624	0.000105075128717033	2.90993743634512e-05
"135"	"Virulence - Regulation of virulence"	0.8541	-7.21026714782761e-05	0	1	0	2	0	1	0	0	1	1	0	0	0	0.000565930956423316	0	0.00109649122807018	0	0.000309119010819165	0	0	0.00181488203266788	0.000589275191514437	0	0	0	3.42841470104224e-05	0	5.36078052964512e-05	0	2.40621766645011e-05	0	0	5.78402452426398e-05	2.57413509060956e-05	0	0
"136"	"Virulence - Adhesion"	0.6183	-0.00183481718345598	0	0	9	19	2	36	12	1	1	5	20	1	0	0	0.00735294117647059	0.0104166666666667	0.00120481927710843	0.0111282843894900	0.0160213618157543	0.00130378096479791	0.00181488203266788	0.00294637595757219	0.018348623853211	0.0006765899864682	0	0	0.000471846492607738	0.000509274150316286	5.19872111460581e-05	0.000866238359922039	0.000628239359195854	3.22164948453608e-05	5.78402452426398e-05	0.000128706754530478	0.000700500858113551	2.90993743634512e-05
"137"	"Virulence - Posttranslational modification"	1	0.000602409638554217	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0.0036144578313253	0	0	0	0	0	0	0	0	0	0	0	0.000155961633438174	0	0	0	0	0	0	0
"138"	"Protein Metabolism - Lipoproteins"	0.1431	-0.00140691804569156	16	20	16	35	33	21	20	20	22	25	30	39	0.00887409872434831	0.00735023888276369	0.010230179028133	0.00955500955500956	0.00772652774525872	0.00754310344827586	0.0104821802935010	0.0069589422407794	0.0115122972265829	0.00853533629224991	0.0109210047324354	0.0113109048723898	0.000989425514810463	0.000685682940208448	0.000838838209080424	0.000938136592687895	0.000857788983909958	0.000505305709954523	0.00104706559865976	0.000644329896907216	0.00127248539533808	0.000643533772652389	0.00105075128717033	0.00113487560017460
"139"	"Protein Metabolism - Protein biosynthesis"	0.963	-0.00244832794935979	1277	1917	1141	2548	3141	1491	1373	1963	1352	1812	1922	2397	0.70826400443705	0.7045203969129	0.729539641943734	0.695604695604696	0.73542495902599	0.535560344827586	0.719601677148847	0.683020180932498	0.707482993197279	0.618641174462274	0.699672369858027	0.695185614849188	0.0789685239008101	0.0657227098189797	0.0598196497850477	0.0682963439476788	0.0816459151048842	0.0358767054067711	0.0718810533479922	0.0632409793814433	0.078200011568049	0.0466433278418451	0.0673181324647123	0.0697512003491925
"140"	"Protein Metabolism - Protein degradation"	0.2776	-0.00964465136850705	172	285	141	344	401	352	193	328	194	403	283	362	0.0953965612867443	0.104740904079383	0.090153452685422	0.093912093912094	0.0938890189651136	0.126436781609195	0.101153039832285	0.114126652748782	0.101517530088959	0.137589621031069	0.103021477975974	0.104988399071926	0.0106363242842125	0.00977098189797038	0.00739226171752123	0.0092205425109896	0.0104234358347846	0.00846988618590438	0.0101041830270666	0.0105670103092784	0.0112210075770721	0.0103737644151565	0.00991208714230675	0.0105339735195693
"141"	"Protein Metabolism - Protein folding"	0.6971	-0.00310719969050879	190	295	123	385	430	283	182	271	249	262	278	372	0.105379922351636	0.108416023520764	0.0786445012787724	0.105105105105105	0.100678997892765	0.101652298850575	0.0953878406708595	0.0942936673625609	0.130298273155416	0.0894503243427791	0.101201310520568	0.107888631090487	0.0117494279883743	0.0101138233680746	0.00644856873230576	0.0103195025195668	0.0111772503964025	0.0068095959960538	0.00952829694780378	0.00873067010309278	0.0144022210654173	0.00674423393739703	0.00973696192777836	0.0108249672632038
"142"	"Protein Metabolism - Protein processing and modification"	0.721	-0.00180981825110475	13	13	14	35	10	95	16	47	3	90	30	34	0.007210205213533	0.0047776552737964	0.00895140664961637	0.00955500955500956	0.00234137204401779	0.0341235632183908	0.00838574423480084	0.0163535142658316	0.00156985871271586	0.0307272106520997	0.0109210047324354	0.00986078886310905	0.000803908230783501	0.000445693911135491	0.00073398343294537	0.000938136592687895	0.000259936055730290	0.0022859067831276	0.000837652478927805	0.00151417525773196	0.000173520735727919	0.0023167215815486	0.00105075128717033	0.00098937872835734
"143"	"Protein Metabolism - Secretion"	0.0911	0.0229956560050280	124	168	114	265	246	461	106	196	88	186	177	218	0.0687742651136994	0.061742006615215	0.0728900255754476	0.0723450723450723	0.0575977522828377	0.16558908045977	0.0555555555555556	0.0681976339596381	0.0460491889063318	0.0635029020143394	0.0644339279213688	0.0632250580046404	0.00766804773978109	0.00575973669775096	0.00597672223969802	0.00710303420177978	0.00639442697096514	0.011092663442335	0.0055494476728967	0.00631443298969072	0.0050899415813523	0.00478789126853377	0.00619943259430493	0.00634366361123236
"144"	"Protein Metabolism - Selenoproteins"	0.6577	-0.00457874069985609	11	23	15	51	10	81	18	49	3	151	27	26	0.00610094287298946	0.00845277471517824	0.00959079283887468	0.0139230139230139	0.00234137204401779	0.0290948275862069	0.00943396226415094	0.0170494084899095	0.00156985871271586	0.0515534312051895	0.00982890425919185	0.00754060324825986	0.000680230041432193	0.000788535381239715	0.000786410821012897	0.00136699903505950	0.000259936055730290	0.00194903630982459	0.00094235903879378	0.00157860824742268	0.000173520735727919	0.00388694398682043	0.000945676158453294	0.000756583733449731
"145"	"Miscellaneous - Miscellaneous"	1	0	688	420	499	1921	371	4223	630	1496	143	1534	720	787	1	1	1	1	1	1	1	1	1	1	1	1	0.0425452971368499	0.0143993417443774	0.0261612666456957	0.0514902969872413	0.00964362766759377	0.101614572054188	0.0329825663577823	0.0481958762886598	0.0082711550696975	0.0394872322899506	0.0252180308920878	0.0229012076240361
"146"	"Nitrogen Metabolism - Nitrogen Metabolism"	1	0	46	87	37	225	126	379	69	171	36	439	127	122	1	1	1	1	1	1	1	1	1	1	1	1	0.00284459835508008	0.00298272078990675	0.00193981335849848	0.00603087809585076	0.00327519430220166	0.0091195649558459	0.00361237631537616	0.0055090206185567	0.00208224882873503	0.0113004530477759	0.00444818044902105	0.00355012367234104
"147"	"Metabolism of Aromatic Compounds - Peripheral pathways for catabolism of aromatic compounds"	0.7941	0.0592366542698668	1	12	4	21	0	20	6	4	1	43	12	12	1	0.0869565217391304	0.0493827160493827	0.111111111111111	0	0.625	0.09375	0.5	0.142857142857143	0.113756613756614	0.222222222222222	0.444444444444444	6.1839094675654e-05	0.000411409764125069	0.000209709552270106	0.000562881955612737	0	0.000481243533290021	0.000314119679597927	0.000128865979381443	5.78402452426398e-05	0.00110687808896211	0.000420300514868131	0.000349192492361414
"148"	"Metabolism of Aromatic Compounds - Anaerobic degradation of aromatic compounds"	0.3422	-0.0264148886205046	0	6	3	18	0	0	7	0	0	29	6	1	0	0.0434782608695652	0.0370370370370370	0.0952380952380952	0	0	0.109375	0	0	0.0767195767195767	0.111111111111111	0.0370370370370370	0	0.000205704882062534	0.000157282164202579	0.000482470247668060	0	0	0.000366472959530915	0	0	0.000746499176276771	0.000210150257434065	2.90993743634512e-05
"149"	"Metabolism of Aromatic Compounds - Metabolism of Aromatic Compounds"	0.062	-0.168566760165492	0	12	15	58	4	0	25	1	4	98	13	5	0	0.0869565217391304	0.185185185185185	0.306878306878307	0.181818181818182	0	0.390625	0.125	0.571428571428571	0.259259259259259	0.240740740740741	0.185185185185185	0	0.000411409764125069	0.000786410821012897	0.00155462635359708	0.000103974422292116	0	0.00130883199832470	3.22164948453608e-05	0.000231360980970559	0.00252265238879736	0.000455325557773808	0.000145496871817256
"150"	"Metabolism of Aromatic Compounds - Metabolism of central aromatic intermediates"	0.3409	0.135744994516130	0	108	59	92	18	12	26	3	2	208	23	9	0	0.782608695652174	0.728395061728395	0.486772486772487	0.818181818181818	0.375	0.40625	0.375	0.285714285714286	0.55026455026455	0.425925925925926	0.333333333333333	0	0.00370268787712562	0.00309321589598406	0.00246595904363675	0.000467884900314523	0.000288746119974013	0.00136118527825768	9.66494845360825e-05	0.000115680490485280	0.00535420098846788	0.000805575986830584	0.000261894369271061
"151"	"Phosphorus Metabolism - Phosphorus Metabolism"	1	0	331	481	319	551	782	495	327	577	302	630	440	671	1	1	1	1	1	1	1	1	1	1	1	1	0.0204687403376415	0.0164906747120132	0.0167243367935409	0.0147689503591723	0.0203269995581087	0.0119107774489280	0.017119522538087	0.0185889175257732	0.0174677540632772	0.0162170510708402	0.0154110188784981	0.0195256801978757
"152"	"Potassium metabolism - Potassium metabolism"	1	0	85	141	97	190	197	317	122	142	132	367	223	257	1	1	1	1	1	1	1	1	1	1	1	1	0.00525632304743059	0.00483406472846956	0.00508545664255007	0.00509274150316286	0.00512074029788672	0.00762771000264684	0.00638710015182451	0.00457474226804124	0.00763491237202846	0.00944707578253707	0.0078105845679661	0.00747853921140695
"153"	"RNA Metabolism - RNA Metabolism"	0.6587	0.00420080288280655	37	9	1	1	8	40	5	0	26	0	9	25	0.0535455861070912	0.0073469387755102	0.0015527950310559	0.000632111251580278	0.00510529674537333	0.0235017626321974	0.00565610859728507	0	0.0357634112792297	0	0.00731707317073171	0.0177430801987225	0.00228804650299920	0.000308557323093801	5.24273880675265e-05	2.68039026482256e-05	0.000207948844584232	0.000962487066580043	0.000261766399664939	0	0.00150384637630864	0	0.000315225386151098	0.00072748435908628
"154"	"RNA Metabolism - RNA processing and modification"	0.9695	0.00169369301894629	394	763	381	969	913	1271	481	914	363	1144	723	862	0.570188133140376	0.622857142857143	0.591614906832298	0.61251580278129	0.58264199106573	0.746768507638073	0.544117647058823	0.688771665410701	0.499312242090784	0.784636488340192	0.58780487804878	0.611781405251952	0.0243646033022077	0.0261588041689523	0.0199748348537276	0.0259729816661306	0.0237321618881755	0.0305830265405809	0.0251819276477671	0.0294458762886598	0.0209960090230783	0.0294481054365733	0.0253231060208049	0.0250836607012949
"155"	"RNA Metabolism - Transcription"	0.9194	-0.00589449590175278	260	453	262	612	646	391	398	413	338	314	498	522	0.376266280752533	0.369795918367347	0.406832298136646	0.38685208596713	0.412252712188896	0.229729729729730	0.450226244343891	0.311228334589299	0.464924346629986	0.215363511659808	0.404878048780488	0.370475514549326	0.0160781646156700	0.0155307185957213	0.0137359756736919	0.0164039884207141	0.0167918692001768	0.00940831107581992	0.0208366054133291	0.0133054123711340	0.0195500028920123	0.008082784184514	0.0174424713670274	0.0151898734177215
"156"	"Regulation and Cell signaling - Regulation and Cell signaling"	0.1782	-0.00618827845075365	169	195	144	480	259	593	160	313	82	463	266	247	1	0.979899497487437	1	0.997920997920998	1	0.985049833887043	1	1	1	1	1	1	0.0104508070001855	0.00668540866703236	0.00754954388172381	0.0128658732711483	0.00673234384341452	0.0142688707620491	0.00837652478927805	0.0100837628865979	0.00474290010989647	0.0119182454695222	0.00931666141291023	0.00718754546777244
"157"	"Regulation and Cell signaling - Programmed Cell Death and Toxin-antitoxin Systems"	0.179	0.00479704765669473	0	3	0	1	0	7	0	0	0	0	0	0	0	0.0150753768844221	0	0.00207900207900208	0	0.0116279069767442	0	0	0	0	0	0	0	0.000102852441031267	0	2.68039026482256e-05	0	0.000168435236651508	0	0	0	0	0	0
"158"	"Regulation and Cell signaling - Proteolytic pathway"	0.4546	0.00111437586604117	0	1	0	0	0	1	0	0	0	0	0	0	0	0.0050251256281407	0	0	0	0.00166112956810631	0	0	0	0	0	0	0	3.42841470104224e-05	0	0	0	2.40621766645011e-05	0	0	0	0	0	0
"159"	"Regulation and Cell signaling - Signal transduction in Eukaryotes"	1	0.000276854928017719	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00166112956810631	0	0	0	0	0	0	0	0	0	0	0	2.40621766645011e-05	0	0	0	0	0	0
