"Gene ID","GE Number","Taxa ID","Species","Kingdom","Column found"
"28","GE1071553","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"28","GE1071553","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"28","GE1071553","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"28","GE1071553","566546","Escherichia coli W","bacteria","nt.Taxa"
"28","GE1071553","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"28","GE1071553","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"28","GE1071553","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"28","GE1071553","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"28","GE1071553","623","Shigella flexneri","bacteria","patnt.Taxa"
"28","GE1071553","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"28","GE1071553","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"28","GE1071553","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"28","GE1071553","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"28","GE1071553","624","Shigella sonnei","bacteria","patnt.Taxa"
"28","GE1071553","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"29","GE1071556","290338","Citrobacter koseri ATCC BAA-895","bacteria","nt.Taxa"
"29","GE1071556","634500","Erwinia billingiae Eb661","bacteria","nt.Taxa"
"29","GE1071556","562","Escherichia coli","bacteria","nt.Taxa"
"29","GE1071556","562","Escherichia coli","bacteria","patnt.Taxa"
"29","GE1071556","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"29","GE1071556","216592","Escherichia coli 042","bacteria","nt.Taxa"
"29","GE1071556","362663","Escherichia coli 536","bacteria","nt.Taxa"
"29","GE1071556","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"29","GE1071556","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"29","GE1071556","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"29","GE1071556","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"29","GE1071556","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"29","GE1071556","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"29","GE1071556","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"29","GE1071556","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"29","GE1071556","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"29","GE1071556","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"29","GE1071556","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"29","GE1071556","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"29","GE1071556","331112","Escherichia coli HS","bacteria","nt.Taxa"
"29","GE1071556","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"29","GE1071556","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"29","GE1071556","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"29","GE1071556","83333","Escherichia coli K-12","bacteria","patnt.Taxa"
"29","GE1071556","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"29","GE1071556","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"29","GE1071556","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"29","GE1071556","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"29","GE1071556","83334","Escherichia coli O157:H7","bacteria","patnt.Taxa"
"29","GE1071556","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"29","GE1071556","155864","Escherichia coli O157:H7 str. EDL933","bacteria","patnt.Taxa"
"29","GE1071556","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"29","GE1071556","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"29","GE1071556","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"29","GE1071556","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"29","GE1071556","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"29","GE1071556","585035","Escherichia coli S88","bacteria","nt.Taxa"
"29","GE1071556","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"29","GE1071556","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"29","GE1071556","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"29","GE1071556","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"29","GE1071556","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"29","GE1071556","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"29","GE1071556","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"29","GE1071556","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"29","GE1071556","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"29","GE1071556","566546","Escherichia coli W","bacteria","nt.Taxa"
"29","GE1071556","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"29","GE1071556","507522","Klebsiella pneumoniae 342","bacteria","nt.Taxa"
"29","GE1071556","640131","Klebsiella variicola At-22","bacteria","nt.Taxa"
"29","GE1071556","28901","Salmonella enterica","bacteria","patnt.Taxa"
"29","GE1071556","41514","Salmonella enterica subsp. arizonae serovar 62:z4,z23:--","bacteria","nt.Taxa"
"29","GE1071556","454166","Salmonella enterica subsp. enterica serovar Agona str. SL483","bacteria","nt.Taxa"
"29","GE1071556","321314","Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67","bacteria","nt.Taxa"
"29","GE1071556","439851","Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853","bacteria","nt.Taxa"
"29","GE1071556","550537","Salmonella enterica subsp. enterica serovar Enteritidis str. P125109","bacteria","nt.Taxa"
"29","GE1071556","550538","Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91","bacteria","nt.Taxa"
"29","GE1071556","454169","Salmonella enterica subsp. enterica serovar Heidelberg str. SL476","bacteria","nt.Taxa"
"29","GE1071556","423368","Salmonella enterica subsp. enterica serovar Newport str. SL254","bacteria","nt.Taxa"
"29","GE1071556","554290","Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601","bacteria","nt.Taxa"
"29","GE1071556","295319","Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","bacteria","nt.Taxa"
"29","GE1071556","272994","Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7","bacteria","nt.Taxa"
"29","GE1071556","476213","Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594","bacteria","nt.Taxa"
"29","GE1071556","439843","Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633","bacteria","nt.Taxa"
"29","GE1071556","90371","Salmonella enterica subsp. enterica serovar Typhimurium","bacteria","nt.Taxa"
"29","GE1071556","90371","Salmonella enterica subsp. enterica serovar Typhimurium","bacteria","patnt.Taxa"
"29","GE1071556","588858","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","bacteria","nt.Taxa"
"29","GE1071556","568708","Salmonella enterica subsp. enterica serovar Typhimurium str. D23580","bacteria","nt.Taxa"
"29","GE1071556","99287","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","bacteria","nt.Taxa"
"29","GE1071556","216597","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","bacteria","nt.Taxa"
"29","GE1071556","718274","Salmonella enterica subsp. enterica serovar Typhimurium str. T000240","bacteria","nt.Taxa"
"29","GE1071556","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"29","GE1071556","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"29","GE1071556","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"29","GE1071556","623","Shigella flexneri","bacteria","patnt.Taxa"
"29","GE1071556","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"29","GE1071556","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"29","GE1071556","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"29","GE1071556","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"29","GE1071556","624","Shigella sonnei","bacteria","patnt.Taxa"
"29","GE1071556","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"30","GE1071563","562","Escherichia coli","bacteria","nt.Taxa"
"30","GE1071563","562","Escherichia coli","bacteria","patnt.Taxa"
"30","GE1071563","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"30","GE1071563","216592","Escherichia coli 042","bacteria","nt.Taxa"
"30","GE1071563","362663","Escherichia coli 536","bacteria","nt.Taxa"
"30","GE1071563","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"30","GE1071563","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"30","GE1071563","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"30","GE1071563","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"30","GE1071563","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"30","GE1071563","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"30","GE1071563","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"30","GE1071563","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"30","GE1071563","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"30","GE1071563","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"30","GE1071563","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"30","GE1071563","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"30","GE1071563","331112","Escherichia coli HS","bacteria","nt.Taxa"
"30","GE1071563","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"30","GE1071563","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"30","GE1071563","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"30","GE1071563","83333","Escherichia coli K-12","bacteria","patnt.Taxa"
"30","GE1071563","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"30","GE1071563","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"30","GE1071563","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"30","GE1071563","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"30","GE1071563","83334","Escherichia coli O157:H7","bacteria","patnt.Taxa"
"30","GE1071563","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"30","GE1071563","155864","Escherichia coli O157:H7 str. EDL933","bacteria","patnt.Taxa"
"30","GE1071563","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"30","GE1071563","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"30","GE1071563","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"30","GE1071563","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"30","GE1071563","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"30","GE1071563","585035","Escherichia coli S88","bacteria","nt.Taxa"
"30","GE1071563","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"30","GE1071563","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"30","GE1071563","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"30","GE1071563","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"30","GE1071563","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"30","GE1071563","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"30","GE1071563","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"30","GE1071563","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"30","GE1071563","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"30","GE1071563","566546","Escherichia coli W","bacteria","nt.Taxa"
"30","GE1071563","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"30","GE1071563","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"30","GE1071563","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"30","GE1071563","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"30","GE1071563","623","Shigella flexneri","bacteria","patnt.Taxa"
"30","GE1071563","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"30","GE1071563","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"30","GE1071563","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"30","GE1071563","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"30","GE1071563","624","Shigella sonnei","bacteria","patnt.Taxa"
"30","GE1071563","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"33","GE1076","637910","Citrobacter rodentium ICC168","bacteria","nt.Taxa"
"33","GE1076","562","Escherichia coli","bacteria","nt.Taxa"
"33","GE1076","562","Escherichia coli","bacteria","patnt.Taxa"
"33","GE1076","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"33","GE1076","216592","Escherichia coli 042","bacteria","nt.Taxa"
"33","GE1076","362663","Escherichia coli 536","bacteria","nt.Taxa"
"33","GE1076","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"33","GE1076","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"33","GE1076","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"33","GE1076","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"33","GE1076","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"33","GE1076","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"33","GE1076","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"33","GE1076","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"33","GE1076","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"33","GE1076","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"33","GE1076","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"33","GE1076","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"33","GE1076","331112","Escherichia coli HS","bacteria","nt.Taxa"
"33","GE1076","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"33","GE1076","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"33","GE1076","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"33","GE1076","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"33","GE1076","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"33","GE1076","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"33","GE1076","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"33","GE1076","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"33","GE1076","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"33","GE1076","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"33","GE1076","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"33","GE1076","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"33","GE1076","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"33","GE1076","585035","Escherichia coli S88","bacteria","nt.Taxa"
"33","GE1076","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"33","GE1076","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"33","GE1076","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"33","GE1076","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"33","GE1076","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"33","GE1076","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"33","GE1076","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"33","GE1076","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"33","GE1076","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"33","GE1076","566546","Escherichia coli W","bacteria","nt.Taxa"
"33","GE1076","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"33","GE1076","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"33","GE1076","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"33","GE1076","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"33","GE1076","623","Shigella flexneri","bacteria","patnt.Taxa"
"33","GE1076","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"33","GE1076","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"33","GE1076","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"33","GE1076","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"33","GE1076","624","Shigella sonnei","bacteria","patnt.Taxa"
"33","GE1076","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"34","GE1077","562","Escherichia coli","bacteria","nt.Taxa"
"34","GE1077","562","Escherichia coli","bacteria","patnt.Taxa"
"34","GE1077","216592","Escherichia coli 042","bacteria","nt.Taxa"
"34","GE1077","362663","Escherichia coli 536","bacteria","nt.Taxa"
"34","GE1077","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"34","GE1077","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"34","GE1077","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"34","GE1077","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"34","GE1077","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"34","GE1077","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"34","GE1077","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"34","GE1077","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"34","GE1077","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"34","GE1077","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"34","GE1077","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"34","GE1077","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"34","GE1077","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"34","GE1077","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"34","GE1077","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"34","GE1077","585035","Escherichia coli S88","bacteria","nt.Taxa"
"34","GE1077","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"34","GE1077","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"34","GE1077","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"34","GE1077","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"34","GE1077","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"34","GE1077","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"34","GE1077","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"34","GE1077","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"35","GE1078","562","Escherichia coli","bacteria","nt.Taxa"
"35","GE1078","562","Escherichia coli","bacteria","patnt.Taxa"
"35","GE1078","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"35","GE1078","216592","Escherichia coli 042","bacteria","nt.Taxa"
"35","GE1078","362663","Escherichia coli 536","bacteria","nt.Taxa"
"35","GE1078","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"35","GE1078","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"35","GE1078","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"35","GE1078","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"35","GE1078","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"35","GE1078","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"35","GE1078","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"35","GE1078","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"35","GE1078","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"35","GE1078","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"35","GE1078","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"35","GE1078","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"35","GE1078","331112","Escherichia coli HS","bacteria","nt.Taxa"
"35","GE1078","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"35","GE1078","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"35","GE1078","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"35","GE1078","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"35","GE1078","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"35","GE1078","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"35","GE1078","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"35","GE1078","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"35","GE1078","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"35","GE1078","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"35","GE1078","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"35","GE1078","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"35","GE1078","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"35","GE1078","585035","Escherichia coli S88","bacteria","nt.Taxa"
"35","GE1078","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"35","GE1078","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"35","GE1078","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"35","GE1078","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"35","GE1078","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"35","GE1078","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"35","GE1078","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"35","GE1078","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"35","GE1078","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"35","GE1078","566546","Escherichia coli W","bacteria","nt.Taxa"
"35","GE1078","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"35","GE1078","41514","Salmonella enterica subsp. arizonae serovar 62:z4,z23:--","bacteria","nt.Taxa"
"35","GE1078","321314","Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67","bacteria","nt.Taxa"
"35","GE1078","454169","Salmonella enterica subsp. enterica serovar Heidelberg str. SL476","bacteria","nt.Taxa"
"35","GE1078","423368","Salmonella enterica subsp. enterica serovar Newport str. SL254","bacteria","nt.Taxa"
"35","GE1078","476213","Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594","bacteria","nt.Taxa"
"35","GE1078","439843","Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633","bacteria","nt.Taxa"
"35","GE1078","90371","Salmonella enterica subsp. enterica serovar Typhimurium","bacteria","nt.Taxa"
"35","GE1078","90371","Salmonella enterica subsp. enterica serovar Typhimurium","bacteria","patnt.Taxa"
"35","GE1078","588858","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","bacteria","nt.Taxa"
"35","GE1078","568708","Salmonella enterica subsp. enterica serovar Typhimurium str. D23580","bacteria","nt.Taxa"
"35","GE1078","99287","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","bacteria","nt.Taxa"
"35","GE1078","216597","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","bacteria","nt.Taxa"
"35","GE1078","718274","Salmonella enterica subsp. enterica serovar Typhimurium str. T000240","bacteria","nt.Taxa"
"35","GE1078","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"35","GE1078","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"35","GE1078","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"35","GE1078","623","Shigella flexneri","bacteria","patnt.Taxa"
"35","GE1078","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"35","GE1078","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"35","GE1078","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"35","GE1078","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"35","GE1078","624","Shigella sonnei","bacteria","patnt.Taxa"
"35","GE1078","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"36","GE1079","716540","Erwinia amylovora ATCC 49946","bacteria","nt.Taxa"
"36","GE1079","889211","Erwinia amylovora ATCC BAA-2158","bacteria","nt.Taxa"
"36","GE1079","665029","Erwinia amylovora CFBP1430","bacteria","nt.Taxa"
"36","GE1079","562","Escherichia coli","bacteria","nt.Taxa"
"36","GE1079","562","Escherichia coli","bacteria","patnt.Taxa"
"36","GE1079","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"36","GE1079","216592","Escherichia coli 042","bacteria","nt.Taxa"
"36","GE1079","362663","Escherichia coli 536","bacteria","nt.Taxa"
"36","GE1079","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"36","GE1079","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"36","GE1079","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"36","GE1079","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"36","GE1079","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"36","GE1079","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"36","GE1079","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"36","GE1079","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"36","GE1079","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"36","GE1079","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"36","GE1079","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"36","GE1079","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"36","GE1079","331112","Escherichia coli HS","bacteria","nt.Taxa"
"36","GE1079","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"36","GE1079","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"36","GE1079","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"36","GE1079","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"36","GE1079","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"36","GE1079","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"36","GE1079","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"36","GE1079","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"36","GE1079","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"36","GE1079","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"36","GE1079","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"36","GE1079","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"36","GE1079","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"36","GE1079","585035","Escherichia coli S88","bacteria","nt.Taxa"
"36","GE1079","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"36","GE1079","431946","Escherichia coli SE15","bacteria","nt.Taxa"
